"","Select characteristics...1","Total","device_always","device_usually","device_sometimes","device_rarely","device_never","device_nr","internet_always","internet_usually","internet_sometimes","internet_rarely","internet_never","internet_nr","State","Week"
"3797","150000-199999",8732,8667,65,0,0,0,0,8576,156,0,0,0,0,"MT",3
"3798","200000<",10533,10461,43,29,0,0,0,10360,173,0,0,0,0,"MT",3
"3799","income_nr",7919,4956,1722,0,0,0,1241,3103,1882,1459,0,0,1475,"MT",3
"3800","Total",1916394,1367498,255935,80070,59898,144184,8809,1336692,313248,77884,47573,127354,13643,"NC",3
"3801","comp_school",651743,493184,124571,25233,8756,0,0,424583,153384,62925,10446,405,0,"NC",3
"3802","comp_home",1203080,955548,142569,54627,50336,0,0,969286,174167,22144,37127,355,0,"NC",3
"3803","comp_other",28788,26005,0,210,2573,0,0,27981,807,0,0,0,0,"NC",3
"3804","comp_nr",160503,7045,464,0,0,144184,8809,19695,571,0,0,126594,13643,"NC",3
"3805","int_school",7618,4347,1610,1660,0,0,0,4347,0,3271,0,0,0,"NC",3
"3806","int_home",1674558,1262541,255935,77259,59544,17591,1689,1292454,259052,75479,47573,0,0,"NC",3
"3807","int_other",59417,58672,0,745,0,0,0,4476,54196,745,0,0,0,"NC",3
"3808","int_nr",177305,42831,0,405,355,126594,7120,36308,0,0,0,127354,13643,"NC",3
"3809","yes_unemployed",877422,644089,145378,39716,32140,11985,4115,600639,202250,40000,20292,11623,2619,"NC",3
"3810","no_unemployed",1038972,723409,110557,40354,27759,132200,4694,736053,110998,37884,27281,115731,11024,"NC",3
"3811","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NC",3
"3812","resp_employed_yes",1330063,945693,197967,32384,18546,130973,4501,955318,180730,60519,6690,115782,11024,"NC",3
"3813","resp_employed_no",586331,421805,57968,47686,41353,13211,4308,381374,132518,17365,40883,11572,2619,"NC",3
"3814","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NC",3
"3815","food_enough_want",1218530,903091,168372,20097,4258,122713,0,874708,203823,25135,1690,106650,6523,"NC",3
"3816","food_enough_notwant",479764,327138,65432,34591,35697,9594,7313,326904,71001,30729,34522,9487,7120,"NC",3
"3817","food_sometimes",180012,116101,20821,20464,11187,9942,1496,113495,31952,22019,2605,9942,0,"NC",3
"3818","food_notenough",38088,21168,1310,4918,8756,1936,0,21584,6472,0,8756,1275,0,"NC",3
"3819","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NC",3
"3820","25000>",256596,159963,52302,35959,6329,2043,0,164599,55516,28846,6361,1275,0,"NC",3
"3821","25000-34999",361219,163644,59149,7433,14230,115267,1496,184891,45461,1371,14230,115267,0,"NC",3
"3822","35000-49999",144490,65537,15642,28697,34420,0,193,57474,51913,9811,25292,0,0,"NC",3
"3823","50000-74999",245116,194337,45708,5071,0,0,0,162069,55216,27425,0,405,0,"NC",3
"3824","75000-99999",225349,203467,20697,1185,0,0,0,191692,29774,3883,0,0,0,"NC",3
"3825","100000-149999",290933,218995,49665,1192,4258,16823,0,269830,13041,6017,1690,355,0,"NC",3
"3826","150000-199999",172899,161963,10276,0,661,0,0,161786,11114,0,0,0,0,"NC",3
"3827","200000<",146620,143887,2090,532,0,110,0,101066,44912,532,0,110,0,"NC",3
"3828","income_nr",73173,55705,405,0,0,9942,7120,43285,6303,0,0,9942,13643,"NC",3
"3829","Total",154091,93410,34748,14619,4142,4970,2202,101151,43814,4625,3795,0,706,"ND",3
"3830","comp_school",84056,49385,29447,4877,347,0,0,54387,26512,3157,0,0,0,"ND",3
"3831","comp_home",90496,65157,9939,11362,4039,0,0,61878,22942,1882,3795,0,0,"ND",3
"3832","comp_other",1888,1098,722,68,0,0,0,775,391,722,0,0,0,"ND",3
"3833","comp_nr",7172,0,0,0,0,4970,2202,6466,0,0,0,0,706,"ND",3
"3834","int_school",9037,2315,6619,0,103,0,0,8075,115,847,0,0,0,"ND",3
"3835","int_home",140454,87381,27950,14619,4039,4970,1496,89162,43699,3799,3795,0,0,"ND",3
"3836","int_other",2203,2203,0,0,0,0,0,2203,0,0,0,0,0,"ND",3
"3837","int_nr",2484,1600,179,0,0,0,706,1779,0,0,0,0,706,"ND",3
"3838","yes_unemployed",72554,31127,26140,5274,3684,4834,1496,37369,27970,3532,3684,0,0,"ND",3
"3839","no_unemployed",81293,62284,8608,9345,214,136,706,63783,15845,849,111,0,706,"ND",3
"3840","unemployed_nr",244,0,0,0,244,0,0,0,0,244,0,0,0,"ND",3
"3841","resp_employed_yes",78039,59221,7000,11579,103,136,0,58463,18557,1019,0,0,0,"ND",3
"3842","resp_employed_no",76052,34190,27748,3040,4039,4834,2202,42688,25258,3606,3795,0,706,"ND",3
"3843","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ND",3
"3844","food_enough_want",94561,73909,3834,11835,4142,136,706,70527,15930,3604,3795,0,706,"ND",3
"3845","food_enough_notwant",26508,15075,8993,2440,0,0,0,16279,9439,790,0,0,0,"ND",3
"3846","food_sometimes",18044,4426,7094,194,0,4834,1496,14345,3618,81,0,0,0,"ND",3
"3847","food_notenough",14978,0,14828,150,0,0,0,0,14828,150,0,0,0,"ND",3
"3848","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ND",3
"3849","25000>",31175,5583,21513,395,3684,0,0,7136,20274,81,3684,0,0,"ND",3
"3850","25000-34999",14272,4314,4910,0,214,4834,0,8358,5700,103,111,0,0,"ND",3
"3851","35000-49999",10964,7199,380,3385,0,0,0,6857,722,3385,0,0,0,"ND",3
"3852","50000-74999",13436,9693,2003,1740,0,0,0,9658,3056,722,0,0,0,"ND",3
"3853","75000-99999",24055,17296,3508,1755,0,0,1496,18760,5227,68,0,0,0,"ND",3
"3854","100000-149999",34827,26460,887,7344,0,136,0,26948,7858,21,0,0,0,"ND",3
"3855","150000-199999",13248,13195,53,0,0,0,0,12338,909,0,0,0,0,"ND",3
"3856","200000<",9096,7640,1455,0,0,0,0,9028,68,0,0,0,0,"ND",3
"3857","income_nr",3018,2031,37,0,244,0,706,2068,0,244,0,0,706,"ND",3
"3858","Total",353912,188186,110680,35872,15190,3623,360,237490,88885,10481,12354,3040,1662,"NE",3
"3859","comp_school",140741,104387,29011,6610,732,0,0,110109,22340,7868,0,424,0,"NE",3
"3860","comp_home",253299,121096,86594,31879,13730,0,0,163504,71229,6253,12314,0,0,"NE",3
"3861","comp_other",2631,1771,831,0,30,0,0,970,1661,0,0,0,0,"NE",3
"3862","comp_nr",6044,1294,0,0,768,3623,360,574,611,540,40,2617,1662,"NE",3
"3863","int_school",2219,2151,67,0,0,0,0,2166,53,0,0,0,0,"NE",3
"3864","int_home",331861,174636,109627,31481,14353,1668,98,225140,88188,6179,12354,0,0,"NE",3
"3865","int_other",4891,589,0,4232,70,0,0,589,0,4302,0,0,0,"NE",3
"3866","int_nr",15717,11586,986,159,768,1955,262,10371,644,0,0,3040,1662,"NE",3
"3867","yes_unemployed",156819,77304,47416,26675,2894,2201,330,102383,43825,7133,0,1846,1632,"NE",3
"3868","no_unemployed",197053,110883,63265,9198,12296,1382,30,135107,45060,3348,12314,1195,30,"NE",3
"3869","unemployed_nr",40,0,0,0,0,40,0,0,0,0,40,0,0,"NE",3
"3870","resp_employed_yes",297888,149284,99422,32011,14527,2284,360,197380,77723,6500,12354,2269,1662,"NE",3
"3871","resp_employed_no",56024,38902,11259,3861,663,1339,0,40109,11162,3982,0,771,0,"NE",3
"3872","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NE",3
"3873","food_enough_want",245424,130942,79398,18439,13730,2653,262,171525,58005,1809,12236,1588,262,"NE",3
"3874","food_enough_notwant",87415,46949,22730,17060,136,540,0,57866,21744,6287,118,0,1400,"NE",3
"3875","food_sometimes",19155,10083,8128,120,663,63,98,7808,9136,2210,0,0,0,"NE",3
"3876","food_notenough",1918,212,424,253,661,368,0,290,0,175,0,1453,0,"NE",3
"3877","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NE",3
"3878","25000>",28010,11576,2321,120,12779,1213,0,11654,2393,0,12118,1846,0,"NE",3
"3879","25000-34999",28789,12192,12083,1433,1232,1753,98,15131,11569,895,0,1195,0,"NE",3
"3880","35000-49999",49209,20805,27706,698,0,0,0,18239,28477,2375,118,0,0,"NE",3
"3881","50000-74999",44819,25028,15443,3551,762,35,0,34754,8413,1652,0,0,0,"NE",3
"3882","75000-99999",73592,29168,34066,9465,311,583,0,62157,11287,70,78,0,0,"NE",3
"3883","100000-149999",57405,43361,7570,6474,0,0,0,44052,8938,4415,0,0,0,"NE",3
"3884","150000-199999",34942,20871,2920,11152,0,0,0,18965,14902,1075,0,0,0,"NE",3
"3885","200000<",23275,13471,6824,2980,0,0,0,22039,1236,0,0,0,0,"NE",3
"3886","income_nr",13870,11714,1747,0,106,40,262,10499,1669,0,40,0,1662,"NE",3
"3887","Total",207555,152310,37458,6425,843,795,9724,156058,32043,8149,408,749,10148,"NH",3
"3888","comp_school",82957,56666,23647,2286,358,0,0,57880,21162,3360,275,0,280,"NH",3
"3889","comp_home",155552,120656,30597,4139,160,0,0,124932,25988,4499,133,0,0,"NH",3
"3890","comp_other",456,103,303,0,50,0,0,103,354,0,0,0,0,"NH",3
"3891","comp_nr",11131,253,83,0,275,795,9724,178,46,290,0,749,9867,"NH",3
"3892","int_school",462,122,54,286,0,0,0,300,162,0,0,0,0,"NH",3
"3893","int_home",184013,151257,25713,6139,843,46,15,155108,23700,4797,408,0,0,"NH",3
"3894","int_other",10347,376,9970,0,0,0,0,376,8311,1659,0,0,0,"NH",3
"3895","int_nr",12924,691,1775,0,0,749,9709,303,32,1692,0,749,10148,"NH",3
"3896","yes_unemployed",132097,93133,22533,5614,367,795,9655,92098,24465,4605,367,749,9813,"NH",3
"3897","no_unemployed",75459,59176,14925,811,477,0,69,63961,7578,3544,42,0,335,"NH",3
"3898","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NH",3
"3899","resp_employed_yes",137992,113504,16902,5295,734,486,1072,113163,18714,3772,408,440,1495,"NH",3
"3900","resp_employed_no",69505,38748,20555,1130,110,310,8652,42895,13271,4377,0,310,8652,"NH",3
"3901","resp_employed_nr",58,58,0,0,0,0,0,0,58,0,0,0,0,"NH",3
"3902","food_enough_want",138542,113646,18606,4465,50,749,1025,117477,17205,1647,0,749,1463,"NH",3
"3903","food_enough_notwant",44708,36753,6725,687,449,46,47,36563,6313,1708,91,0,32,"NH",3
"3904","food_sometimes",13826,1512,11771,516,27,0,0,1533,8525,3767,0,0,0,"NH",3
"3905","food_notenough",10480,398,357,757,317,0,8652,485,0,1026,317,0,8652,"NH",3
"3906","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NH",3
"3907","25000>",18355,6833,10211,1158,27,126,0,13364,644,4221,0,126,0,"NH",3
"3908","25000-34999",18781,11177,3169,3655,550,229,0,11674,4962,1686,275,183,0,"NH",3
"3909","35000-49999",25935,13433,12486,0,0,0,15,15449,10471,15,0,0,0,"NH",3
"3910","50000-74999",13680,11784,737,637,83,440,0,11262,1597,102,0,440,280,"NH",3
"3911","75000-99999",21328,16547,4534,204,42,0,0,12570,8716,0,42,0,0,"NH",3
"3912","100000-149999",45004,41600,2491,771,142,0,0,41339,3539,34,91,0,0,"NH",3
"3913","150000-199999",25385,23774,1611,0,0,0,0,23486,1542,357,0,0,0,"NH",3
"3914","200000<",25815,25372,443,0,0,0,0,25233,540,42,0,0,0,"NH",3
"3915","income_nr",13272,1788,1775,0,0,0,9709,1681,32,1692,0,0,9867,"NH",3
"3916","Total",1664964,1246763,175372,162432,4436,36442,39518,1250552,230429,96599,2540,7219,77625,"NJ",3
"3917","comp_school",646261,487796,58468,97223,2775,0,0,456389,97182,91130,1559,0,0,"NJ",3
"3918","comp_home",1069626,865213,124155,78924,1334,0,0,885431,178192,5023,981,0,0,"NJ",3
"3919","comp_other",52021,36850,14726,119,327,0,0,35811,15765,445,0,0,0,"NJ",3
"3920","comp_nr",124849,43075,0,5814,0,36442,39518,40005,0,0,0,7219,77625,"NJ",3
"3921","int_school",20813,20704,109,0,0,0,0,19187,1626,0,0,0,0,"NJ",3
"3922","int_home",1524002,1209257,173261,138111,3237,137,0,1218731,225081,79210,981,0,0,"NJ",3
"3923","int_other",21035,2585,304,16948,1198,0,0,1493,2154,17388,0,0,0,"NJ",3
"3924","int_nr",99222,14217,1808,7373,0,36306,39518,11250,1569,0,1559,7219,77625,"NJ",3
"3925","yes_unemployed",1001026,664160,132241,157521,4436,36306,6364,656374,197310,96558,1559,7219,42006,"NJ",3
"3926","no_unemployed",663720,582386,43131,4912,0,137,33153,593961,33120,40,981,0,35619,"NJ",3
"3927","unemployed_nr",218,218,0,0,0,0,0,218,0,0,0,0,0,"NJ",3
"3928","resp_employed_yes",1040920,840099,94847,63027,3973,137,38838,857041,117919,22173,981,0,42807,"NJ",3
"3929","resp_employed_no",623826,406446,80525,99406,463,36306,680,393294,112510,74425,1559,7219,34818,"NJ",3
"3930","resp_employed_nr",218,218,0,0,0,0,0,218,0,0,0,0,0,"NJ",3
"3931","food_enough_want",940180,766693,64771,71398,1525,2122,33672,759945,100133,39495,981,1985,37641,"NJ",3
"3932","food_enough_notwant",584426,458824,55097,66720,2851,0,935,465773,92992,21585,1559,0,2517,"NJ",3
"3933","food_sometimes",93412,19518,55505,8244,0,5234,4912,24617,35793,19389,0,5234,8380,"NJ",3
"3934","food_notenough",46946,1729,0,16071,60,29087,0,218,1511,16131,0,0,29087,"NJ",3
"3935","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NJ",3
"3936","25000>",168874,65902,39116,61221,386,2249,0,69732,23718,71616,1559,2249,0,"NJ",3
"3937","25000-34999",163197,105535,25212,24705,2775,4970,0,95713,43668,18845,0,4970,0,"NJ",3
"3938","35000-49999",93310,48068,25370,19795,76,0,0,60750,32484,76,0,0,0,"NJ",3
"3939","50000-74999",215289,159083,12683,43386,0,137,0,158472,56620,197,0,0,0,"NJ",3
"3940","75000-99999",191692,175005,15051,1636,0,0,0,167837,23855,0,0,0,0,"NJ",3
"3941","100000-149999",354280,336208,16921,1151,0,0,0,340047,13094,159,981,0,0,"NJ",3
"3942","150000-199999",162040,149476,6859,4506,1198,0,0,152780,3555,5705,0,0,0,"NJ",3
"3943","200000<",184714,174477,10019,218,0,0,0,175419,9294,0,0,0,0,"NJ",3
"3944","income_nr",131568,33009,24141,5814,0,29087,39518,29803,24141,0,0,0,77625,"NJ",3
"3945","Total",438254,280293,79458,42449,25236,1633,9185,266030,96259,39460,13404,90,23011,"NM",3
"3946","comp_school",107412,60888,36769,9044,711,0,0,63828,37021,2540,4023,0,0,"NM",3
"3947","comp_home",337462,246376,52289,29100,9697,0,0,226775,69878,32439,8369,0,0,"NM",3
"3948","comp_other",13663,1324,2458,7253,2630,0,0,3597,4561,5149,357,0,0,"NM",3
"3949","comp_nr",24713,1676,21,0,12198,1633,9185,459,237,261,655,90,23011,"NM",3
"3950","int_school",5160,810,3402,237,711,0,0,810,130,380,3840,0,0,"NM",3
"3951","int_home",403711,275091,74833,40770,11475,1543,0,264628,92735,37637,8711,0,0,"NM",3
"3952","int_other",3870,628,1149,1240,852,0,0,628,1149,1240,852,0,0,"NM",3
"3953","int_nr",26340,4328,203,335,12198,90,9185,529,2374,335,0,90,23011,"NM",3
"3954","yes_unemployed",222525,142095,29865,25850,20401,1189,3124,122872,54957,15685,12014,90,16906,"NM",3
"3955","no_unemployed",215730,138197,49593,16599,4835,444,6062,143159,41302,23775,1390,0,6105,"NM",3
"3956","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NM",3
"3957","resp_employed_yes",302401,191056,52468,34340,17941,534,6062,184855,59363,36194,3575,90,18323,"NM",3
"3958","resp_employed_no",135854,89237,26990,8109,7294,1099,3124,81176,36895,3266,9829,0,4688,"NM",3
"3959","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NM",3
"3960","food_enough_want",227489,169454,33342,9352,6850,981,7510,168780,34713,5903,8954,0,9138,"NM",3
"3961","food_enough_notwant",147141,82968,43869,16159,3420,90,635,66671,57669,18528,3549,90,635,"NM",3
"3962","food_sometimes",46981,27641,170,15840,2769,562,0,30579,2779,12722,901,0,0,"NM",3
"3963","food_notenough",15374,0,2078,1099,12198,0,0,0,1099,2078,0,0,12198,"NM",3
"3964","food_nr",1269,229,0,0,0,0,1040,0,0,229,0,0,1040,"NM",3
"3965","25000>",91024,48351,19253,20641,2467,168,144,44087,28162,17439,1192,0,144,"NM",3
"3966","25000-34999",73074,50189,5705,6117,10545,518,0,56900,4466,3110,8597,0,0,"NM",3
"3967","35000-49999",70689,31481,35704,3381,0,123,0,33238,21458,12837,3156,0,0,"NM",3
"3968","50000-74999",69495,56168,7519,5322,26,459,0,41502,27259,276,459,0,0,"NM",3
"3969","75000-99999",36412,27963,3447,4727,0,276,0,28282,2932,5198,0,0,0,"NM",3
"3970","100000-149999",46252,39493,4438,2231,0,90,0,37479,8084,599,0,90,0,"NM",3
"3971","150000-199999",13409,10684,2724,0,0,0,0,13097,269,0,0,0,43,"NM",3
"3972","200000<",6194,5700,464,29,0,0,0,6120,73,0,0,0,0,"NM",3
"3973","income_nr",31706,10264,203,0,12198,0,9041,5327,3555,0,0,0,22824,"NM",3
"3974","Total",706257,492201,111676,67464,27443,2615,4858,545256,137691,13401,1948,2806,5155,"NV",3
"3975","comp_school",282921,187634,50476,36899,7911,0,0,210766,65920,6235,0,0,0,"NV",3
"3976","comp_home",492462,351287,70615,57534,13026,0,0,406953,70794,12987,1728,0,0,"NV",3
"3977","comp_other",9504,520,4272,493,4219,0,0,3468,4272,0,1498,266,0,"NV",3
"3978","comp_nr",12393,286,0,157,4478,2615,4858,146,4553,0,0,2540,5155,"NV",3
"3979","int_school",9772,8466,1305,0,0,0,0,8466,1305,0,0,0,0,"NV",3
"3980","int_home",687233,483460,109788,67041,26870,75,0,536655,135802,13401,1375,0,0,"NV",3
"3981","int_other",3865,2346,117,0,1402,0,0,2346,117,0,1402,0,0,"NV",3
"3982","int_nr",10763,721,1772,423,450,2540,4858,580,1772,0,450,2806,5155,"NV",3
"3983","yes_unemployed",534143,364593,86503,61668,18779,2369,232,420845,96849,12616,669,2635,529,"NV",3
"3984","no_unemployed",172113,127609,25173,5796,8664,245,4626,124411,40842,785,1278,171,4626,"NV",3
"3985","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NV",3
"3986","resp_employed_yes",309049,232326,36178,21895,15069,290,3290,238702,62010,2715,1852,481,3290,"NV",3
"3987","resp_employed_no",397207,259875,75498,45569,12373,2324,1568,306554,75681,10686,96,2324,1865,"NV",3
"3988","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NV",3
"3989","food_enough_want",397615,319734,49458,18047,7228,0,3147,330044,61832,1016,1278,0,3444,"NV",3
"3990","food_enough_notwant",184014,107032,47759,22883,3657,2540,143,105765,63426,11594,546,2540,143,"NV",3
"3991","food_sometimes",115217,56756,14459,25925,16434,75,1568,100768,12432,182,0,266,1568,"NV",3
"3992","food_notenough",9411,8679,0,609,123,0,0,8679,0,609,123,0,0,"NV",3
"3993","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"NV",3
"3994","25000>",109591,65213,21062,8243,14902,171,0,73287,34297,1122,450,437,0,"NV",3
"3995","25000-34999",107271,59500,12791,29395,3261,2324,0,77856,18490,7225,1375,2324,0,"NV",3
"3996","35000-49999",110135,43002,43092,16792,7175,75,0,58000,49767,2245,123,0,0,"NV",3
"3997","50000-74999",129332,110412,11763,5164,1950,45,0,119214,10010,63,0,45,0,"NV",3
"3998","75000-99999",128221,111721,11057,5443,0,0,0,108872,17961,1388,0,0,0,"NV",3
"3999","100000-149999",61683,48381,10954,2193,155,0,0,56083,4242,1358,0,0,0,"NV",3
"4000","150000-199999",21601,21029,495,78,0,0,0,20364,1237,0,0,0,0,"NV",3
"4001","200000<",30825,30726,99,0,0,0,0,30725,100,0,0,0,0,"NV",3
"4002","income_nr",7597,2218,364,157,0,0,4858,855,1587,0,0,0,5155,"NV",3
"4003","Total",3948962,3155768,371029,368228,31313,17485,5139,3120400,525377,265582,24891,2501,10212,"NY",3
"4004","comp_school",1296769,1059966,121914,113497,1392,0,0,1066565,177233,44409,8562,0,0,"NY",3
"4005","comp_home",3125013,2653609,304055,140324,27024,0,0,2624692,401758,84921,13641,0,0,"NY",3
"4006","comp_other",190586,18285,6359,162622,3321,0,0,29546,2284,158757,0,0,0,"NY",3
"4007","comp_nr",28300,5073,603,0,0,17485,5139,7114,5364,0,3110,2501,10212,"NY",3
"4008","int_school",53055,20536,23085,8096,1339,0,0,20536,10870,12214,9435,0,0,"NY",3
"4009","int_home",3861721,3125370,348917,342475,29974,14985,0,3095984,507582,242700,15456,0,0,"NY",3
"4010","int_other",27520,5566,4298,17656,0,0,0,4418,1148,21954,0,0,0,"NY",3
"4011","int_nr",31713,17129,6944,0,0,2501,5139,11147,6925,929,0,2501,10212,"NY",3
"4012","yes_unemployed",2411958,1880027,259344,227251,27873,17463,0,1782601,363152,240697,22543,2478,487,"NY",3
"4013","no_unemployed",1535396,1275742,110076,140977,3440,22,5139,1337799,160616,24886,2348,22,9725,"NY",3
"4014","unemployed_nr",1609,0,1609,0,0,0,0,0,1609,0,0,0,0,"NY",3
"4015","resp_employed_yes",2143381,1751966,198750,148374,25560,14212,4519,1823163,244592,60923,7220,2478,5006,"NY",3
"4016","resp_employed_no",1802128,1403802,168826,219853,5753,3273,620,1297237,277332,204660,17671,22,5206,"NY",3
"4017","resp_employed_nr",3453,0,3453,0,0,0,0,0,3453,0,0,0,0,"NY",3
"4018","food_enough_want",2409604,2128989,171658,71984,26105,5729,5139,2127106,214981,43001,11826,2478,10212,"NY",3
"4019","food_enough_notwant",1066511,843528,145652,76908,423,0,0,834699,214867,6990,9955,0,0,"NY",3
"4020","food_sometimes",442840,181662,45550,209381,1464,4783,0,145041,93122,204655,0,22,0,"NY",3
"4021","food_notenough",27600,1589,5762,9955,3321,6973,0,13553,0,10936,3110,0,0,"NY",3
"4022","food_nr",2408,0,2408,0,0,0,0,0,2408,0,0,0,0,"NY",3
"4023","25000>",382368,287618,62099,26574,2803,3273,0,293811,44521,33100,10914,22,0,"NY",3
"4024","25000-34999",504572,238975,28809,236789,0,0,0,253772,93308,157493,0,0,0,"NY",3
"4025","35000-49999",661360,572588,52718,29832,3744,2478,0,513331,120637,24490,423,2478,0,"NY",3
"4026","50000-74999",729330,604485,73082,20095,23797,7871,0,605651,72270,37855,13553,0,0,"NY",3
"4027","75000-99999",320134,248531,69923,711,968,0,0,274934,45200,0,0,0,0,"NY",3
"4028","100000-149999",573932,532569,35747,1752,0,3863,0,541037,24349,8546,0,0,0,"NY",3
"4029","150000-199999",222692,197665,8644,16383,0,0,0,206013,16166,513,0,0,0,"NY",3
"4030","200000<",426680,355918,34671,36091,0,0,0,321414,101681,3585,0,0,0,"NY",3
"4031","income_nr",127894,117419,5337,0,0,0,5139,110438,7245,0,0,0,10212,"NY",3
"4032","Total",1795840,1171104,267443,88744,101612,152744,14193,1209092,270469,158453,93289,48896,15642,"OH",3
"4033","comp_school",695878,586007,93294,15397,1180,0,0,554954,115814,19808,2560,2743,0,"OH",3
"4034","comp_home",1105675,729998,202874,77571,95232,0,0,790257,186207,41159,85309,2743,0,"OH",3
"4035","comp_other",24093,17752,0,921,5420,0,0,15931,0,0,5420,2743,0,"OH",3
"4036","comp_nr",176201,1134,7639,492,0,152744,14193,10997,5704,97705,0,46153,15642,"OH",3
"4037","int_school",3394,491,2903,0,0,0,0,491,0,2903,0,0,0,"OH",3
"4038","int_home",1649892,1133043,244532,79972,85754,106590,0,1172286,245186,144551,87869,0,0,"OH",3
