"","Select characteristics...1","Total","device_always","device_usually","device_sometimes","device_rarely","device_never","device_nr","internet_always","internet_usually","internet_sometimes","internet_rarely","internet_never","internet_nr","State","Week"
"4751","50000-74999",6928,4109,1481,643,696,0,0,4165,906,1161,696,0,0,"DC",4
"4752","75000-99999",8414,2428,1228,316,4441,0,0,7065,1032,316,0,0,0,"DC",4
"4753","100000-149999",10804,9139,1510,154,0,0,0,10615,188,0,0,0,0,"DC",4
"4754","150000-199999",6554,6461,93,0,0,0,0,6452,103,0,0,0,0,"DC",4
"4755","200000<",13577,11367,1525,424,0,261,0,12691,748,137,0,0,0,"DC",4
"4756","income_nr",12196,3654,192,0,330,0,8020,530,192,0,330,0,11144,"DC",4
"4757","Total",204955,122997,50737,20286,5322,4866,747,118629,61288,13754,1751,5069,4464,"DE",4
"4758","comp_school",60745,48250,7520,3276,1700,0,0,43516,7130,9141,881,77,0,"DE",4
"4759","comp_home",155207,90605,44071,16910,3622,0,0,90450,58229,5532,240,757,0,"DE",4
"4760","comp_other",5042,1746,1472,1824,0,0,0,3558,1484,0,0,0,0,"DE",4
"4761","comp_nr",9330,2216,1502,0,0,4866,747,0,0,0,631,4235,4464,"DE",4
"4762","int_school",3624,2400,1224,0,0,0,0,2400,1224,0,0,0,0,"DE",4
"4763","int_home",188960,115942,47864,20035,4489,631,0,113642,59990,13578,1751,0,0,"DE",4
"4764","int_other",989,561,0,428,0,0,0,561,428,0,0,0,0,"DE",4
"4765","int_nr",12712,4997,1649,251,834,4235,747,2928,74,177,0,5069,4464,"DE",4
"4766","yes_unemployed",124697,77225,21235,16692,4618,4866,61,78563,27762,10352,1465,4992,1562,"DE",4
"4767","no_unemployed",80258,45773,29502,3594,704,0,686,40065,33526,3402,286,77,2902,"DE",4
"4768","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"DE",4
"4769","resp_employed_yes",102453,78526,16840,4284,2056,0,747,71621,23152,4928,881,834,1037,"DE",4
"4770","resp_employed_no",102502,44471,33897,16002,3266,4866,0,47007,38136,8826,870,4235,3427,"DE",4
"4771","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"DE",4
"4772","food_enough_want",106944,85982,15479,3779,566,392,747,82684,19219,1609,392,77,2963,"DE",4
"4773","food_enough_notwant",80444,29891,32432,11967,1679,4474,0,29126,39723,4576,525,4992,1502,"DE",4
"4774","food_sometimes",15111,7125,2679,4367,940,0,0,6671,2173,5433,834,0,0,"DE",4
"4775","food_notenough",2457,0,148,173,2136,0,0,148,173,2136,0,0,0,"DE",4
"4776","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"DE",4
"4777","25000>",30937,19007,2837,1075,3783,4235,0,14330,3619,7115,881,4992,0,"DE",4
"4778","25000-34999",36916,9824,25881,722,489,0,0,11325,24909,682,0,0,0,"DE",4
"4779","35000-49999",38026,18252,3273,15451,1050,0,0,18737,13931,5041,240,77,0,"DE",4
"4780","50000-74999",26642,17364,7259,1781,0,239,0,17283,9121,0,239,0,0,"DE",4
"4781","75000-99999",17207,11386,5206,614,0,0,0,11400,5184,623,0,0,0,"DE",4
"4782","100000-149999",27414,24196,3145,74,0,0,0,24371,3043,0,0,0,0,"DE",4
"4783","150000-199999",8979,7826,369,392,0,392,0,7594,877,116,392,0,0,"DE",4
"4784","200000<",13202,12155,1048,0,0,0,0,12668,534,0,0,0,0,"DE",4
"4785","income_nr",5631,2988,1719,177,0,0,747,920,70,177,0,0,4464,"DE",4
"4786","Total",3395361,2423706,527317,248914,118902,38760,37761,2390716,614603,236821,41341,5724,106156,"FL",4
"4787","comp_school",1017296,763255,131030,62409,60603,0,0,743248,181763,68252,21875,2157,0,"FL",4
"4788","comp_home",2369075,1758129,406776,142588,61582,0,0,1765146,452410,115107,34255,2157,0,"FL",4
"4789","comp_other",65534,1017,1491,44434,18592,0,0,3077,1459,57917,3082,0,0,"FL",4
"4790","comp_nr",154615,71484,2606,4004,0,38760,37761,38707,2181,0,4004,3567,106156,"FL",4
"4791","int_school",31988,24556,7432,0,0,0,0,26457,4607,925,0,0,0,"FL",4
"4792","int_home",3052354,2184914,489162,241990,100310,35193,786,2246953,583465,185417,36519,0,0,"FL",4
"4793","int_other",151779,122164,29615,0,0,0,0,98268,23726,28045,1740,0,0,"FL",4
"4794","int_nr",169794,101130,2606,6924,18592,3567,36975,28096,4302,22435,3082,5724,106156,"FL",4
"4795","yes_unemployed",1850229,1237919,360841,157821,32668,38760,22220,1250312,390770,158428,13580,3567,33573,"FL",4
"4796","no_unemployed",1544754,1185787,166477,90715,86234,0,15541,1140404,223456,78393,27761,2157,72583,"FL",4
"4797","unemployed_nr",377,0,0,377,0,0,0,0,377,0,0,0,0,"FL",4
"4798","resp_employed_yes",2067862,1646379,173043,199959,9320,3215,35947,1555605,267606,144829,5968,3549,90305,"FL",4
"4799","resp_employed_no",1325628,776825,352907,48955,109582,35545,1814,835110,345628,91992,35373,2175,15349,"FL",4
"4800","resp_employed_nr",1870,503,1368,0,0,0,0,0,1368,0,0,0,503,"FL",4
"4801","food_enough_want",2054025,1575670,300571,87817,37791,33706,18470,1614729,310632,66464,32433,4332,25435,"FL",4
"4802","food_enough_notwant",907452,595502,203479,66967,20373,1840,19291,571967,165345,103739,0,0,66401,"FL",4
"4803","food_sometimes",327265,191855,19867,54805,60738,0,0,158658,129883,27293,8826,0,2606,"FL",4
"4804","food_notenough",105611,59671,3401,39325,0,3215,0,44354,8744,39325,82,1392,11715,"FL",4
"4805","food_nr",1008,1008,0,0,0,0,0,1008,0,0,0,0,0,"FL",4
"4806","25000>",567044,352716,71286,87844,53807,1392,0,256840,168725,106896,33191,1392,0,"FL",4
"4807","25000-34999",437866,304030,49104,76487,6422,1823,0,344679,43179,46004,4004,0,0,"FL",4
"4808","35000-49999",472178,264690,113084,23299,36950,33370,786,340937,90611,38473,0,2157,0,"FL",4
"4809","50000-74999",524947,365709,130751,26822,1665,0,0,407410,106602,10934,0,0,0,"FL",4
"4810","75000-99999",315114,248913,46422,18887,892,0,0,253694,56417,5003,0,0,0,"FL",4
"4811","100000-149999",435795,406998,23485,5312,0,0,0,381621,53562,612,0,0,0,"FL",4
"4812","150000-199999",240788,187770,51875,568,575,0,0,179494,60719,575,0,0,0,"FL",4
"4813","200000<",160826,146042,9839,2770,0,2175,0,148879,8708,0,1064,2175,0,"FL",4
"4814","income_nr",240802,146839,31471,6924,18592,0,36975,77162,26079,28324,3082,0,106156,"FL",4
"4815","Total",1832479,1249434,320902,171064,56725,23707,10648,1291651,317674,148827,34392,25815,14120,"GA",4
"4816","comp_school",380147,244413,114361,16912,4462,0,0,257091,104704,16571,202,1580,0,"GA",4
"4817","comp_home",1449351,1059594,227709,132893,29155,0,0,1082613,229684,127082,3686,6286,0,"GA",4
"4818","comp_other",104041,73597,0,12995,17449,0,0,77127,7716,0,17897,1301,0,"GA",4
"4819","comp_nr",58320,1037,4660,12608,5660,23707,10648,7060,2225,5660,12608,16647,14120,"GA",4
"4820","int_school",27374,23000,4374,0,0,0,0,23000,4374,0,0,0,0,"GA",4
"4821","int_home",1670822,1163496,297127,154250,48889,7060,0,1211333,298319,145052,16118,0,0,"GA",4
"4822","int_other",61589,53736,2187,4206,1460,0,0,44300,7848,3774,5666,0,0,"GA",4
"4823","int_nr",79047,11180,21588,12608,6375,16647,10648,14996,11508,0,12608,25815,14120,"GA",4
"4824","yes_unemployed",1072207,654128,209938,132881,43654,23707,7899,674105,233495,94925,32836,25473,11372,"GA",4
"4825","no_unemployed",759869,594902,110964,38182,13071,0,2749,617142,84179,53901,1557,341,2749,"GA",4
"4826","unemployed_nr",404,404,0,0,0,0,0,404,0,0,0,0,0,"GA",4
"4827","resp_employed_yes",1171695,861902,171251,93815,37437,4585,2705,891771,159328,87311,24769,2339,6177,"GA",4
"4828","resp_employed_no",660784,387532,149651,77248,19288,19122,7943,399879,158346,61516,9624,23476,7943,"GA",4
"4829","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"GA",4
"4830","food_enough_want",1078629,837659,123413,86879,19631,4585,6462,816676,159011,70815,22193,0,9934,"GA",4
"4831","food_enough_notwant",509530,311407,139976,31810,20204,1947,4186,373385,91462,29663,1020,9813,4186,"GA",4
"4832","food_sometimes",204656,82209,56776,48169,8100,9401,0,80218,67200,42690,5146,9401,0,"GA",4
"4833","food_notenough",38928,18159,0,4206,8789,7774,0,20634,0,5660,6034,6600,0,"GA",4
"4834","food_nr",737,0,737,0,0,0,0,737,0,0,0,0,0,"GA",4
"4835","25000>",291236,194901,25939,31316,17848,21232,0,193963,46244,25594,7146,18290,0,"GA",4
"4836","25000-34999",261642,147138,79340,25179,9985,0,0,171346,72124,16616,1557,0,0,"GA",4
"4837","35000-49999",206218,94827,50277,51409,9706,0,0,91407,53635,41077,15287,4812,0,"GA",4
"4838","50000-74999",316350,203369,49564,45500,15441,2475,0,228311,32814,42109,10402,2713,0,"GA",4
"4839","75000-99999",142322,107835,31655,2831,0,0,0,115470,22599,4252,0,0,0,"GA",4
"4840","100000-149999",226533,173873,39514,13146,0,0,0,189316,29335,7882,0,0,0,"GA",4
"4841","150000-199999",225429,204319,20072,1037,0,0,0,178604,36251,10574,0,0,0,"GA",4
"4842","200000<",97502,87368,8202,646,1287,0,0,89817,6961,724,0,0,0,"GA",4
"4843","income_nr",65247,35804,16339,0,2457,0,10648,33416,17711,0,0,0,14120,"GA",4
"4844","Total",273460,188845,62899,13762,3164,0,4790,183154,69765,9328,4298,0,6915,"HI",4
"4845","comp_school",54727,44165,4560,5728,273,0,0,39741,12753,384,1849,0,0,"HI",4
"4846","comp_home",226313,157755,57250,10131,1176,0,0,161512,55665,9136,0,0,0,"HI",4
"4847","comp_other",9063,4026,3323,0,1714,0,0,4026,3323,0,1714,0,0,"HI",4
"4848","comp_nr",9743,2860,2093,0,0,0,4790,0,2093,0,735,0,6915,"HI",4
"4849","int_school",5538,4226,717,139,455,0,0,4226,717,139,455,0,0,"HI",4
"4850","int_home",247322,181368,52378,11391,1450,0,735,179626,62390,3286,2019,0,0,"HI",4
"4851","int_other",4280,789,0,2232,1259,0,0,0,2232,225,1823,0,0,"HI",4
"4852","int_nr",20393,5817,10520,0,0,0,4056,2656,5144,5678,0,0,6915,"HI",4
"4853","yes_unemployed",172521,117194,39501,9864,1906,0,4056,110685,44654,8714,3482,0,4986,"HI",4
"4854","no_unemployed",100939,71652,23397,3898,1258,0,735,72469,25111,614,816,0,1929,"HI",4
"4855","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"HI",4
"4856","resp_employed_yes",146123,94423,39981,4220,2709,0,4790,88807,40621,7433,3278,0,5985,"HI",4
"4857","resp_employed_no",127337,94422,22917,9542,455,0,0,94346,29145,1895,1020,0,931,"HI",4
"4858","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"HI",4
"4859","food_enough_want",182651,146007,28274,3782,532,0,4056,137752,36687,2120,1020,0,5072,"HI",4
"4860","food_enough_notwant",67748,31446,23037,9979,2551,0,735,29548,27154,7208,1994,0,1843,"HI",4
"4861","food_sometimes",23062,11393,11588,0,81,0,0,15853,5924,0,1284,0,0,"HI",4
"4862","food_notenough",0,0,0,0,0,0,0,0,0,0,0,0,0,"HI",4
"4863","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"HI",4
"4864","25000>",16576,11725,2838,2014,0,0,0,12838,1970,839,928,0,0,"HI",4
"4865","25000-34999",18170,9602,5418,1969,1181,0,0,10837,6495,756,81,0,0,"HI",4
"4866","35000-49999",19242,14635,3347,0,1259,0,0,13037,4946,0,1259,0,0,"HI",4
"4867","50000-74999",62868,41809,13434,6436,455,0,735,45062,16052,0,1754,0,0,"HI",4
"4868","75000-99999",46503,39756,4509,2046,192,0,0,32714,13052,462,275,0,0,"HI",4
"4869","100000-149999",58044,34347,22399,1298,0,0,0,35640,21743,661,0,0,0,"HI",4
"4870","150000-199999",17956,17586,370,0,0,0,0,17225,730,0,0,0,0,"HI",4
"4871","200000<",16090,15158,932,0,0,0,0,14658,501,932,0,0,0,"HI",4
"4872","income_nr",18012,4228,9653,0,76,0,4056,1143,4276,5678,0,0,6915,"HI",4
"4873","Total",549614,384148,79348,49862,19320,12646,4291,404910,85495,22233,8320,16293,12364,"IA",4
"4874","comp_school",255052,188565,33467,27592,5428,0,0,200502,33617,18431,2501,0,0,"IA",4
"4875","comp_home",387389,285248,56749,36412,8980,0,0,307054,61151,10813,4331,4039,0,"IA",4
"4876","comp_other",3276,791,0,998,1487,0,0,1789,0,0,1487,0,0,"IA",4
"4877","comp_nr",25693,5332,0,0,3424,12646,4291,1076,0,0,0,12253,12364,"IA",4
"4878","int_school",14797,14235,302,0,260,0,0,14235,302,0,260,0,0,"IA",4
"4879","int_home",510608,372091,78154,49862,10109,392,0,397502,84300,22233,6572,0,0,"IA",4
"4880","int_other",2576,641,447,0,1487,0,0,641,447,0,1487,0,0,"IA",4
"4881","int_nr",32184,7284,892,0,7464,12253,4291,2635,892,0,0,16293,12364,"IA",4
"4882","yes_unemployed",220753,154837,36664,16885,10679,0,1690,164472,34448,8984,4327,0,8522,"IA",4
"4883","no_unemployed",328861,229311,42685,32977,8641,12646,2601,240437,51047,13250,3992,16293,3842,"IA",4
"4884","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IA",4
"4885","resp_employed_yes",377349,270077,47740,27672,14924,12646,4291,277615,50396,16758,7348,16293,8940,"IA",4
"4886","resp_employed_no",172265,114071,31608,22190,4396,0,0,127294,35099,5476,972,0,3424,"IA",4
"4887","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IA",4
"4888","food_enough_want",398019,331642,45590,12136,5894,392,2365,343546,42952,1527,1860,0,8133,"IA",4
"4889","food_enough_notwant",91237,39064,11367,30518,7659,704,1926,51558,16894,10192,3619,4743,4231,"IA",4
"4890","food_sometimes",38514,6129,21869,7208,3308,0,0,2493,25649,9992,381,0,0,"IA",4
"4891","food_notenough",21844,7313,523,0,2459,11549,0,7313,0,523,2459,11549,0,"IA",4
"4892","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IA",4
"4893","25000>",51633,31903,2569,7354,9806,0,0,32609,6203,5943,2840,4039,0,"IA",4
"4894","25000-34999",39626,15043,3135,9898,0,11549,0,24337,2494,1245,0,11549,0,"IA",4
"4895","35000-49999",65722,28888,21972,13374,1487,0,0,35075,20367,8793,1487,0,0,"IA",4
"4896","50000-74999",78026,56709,11039,6285,3992,0,0,58700,10492,4841,3992,0,0,"IA",4
"4897","75000-99999",83308,53989,21218,7005,0,1096,0,62288,19356,961,0,704,0,"IA",4
"4898","100000-149999",83732,61995,16396,4732,609,0,0,63583,19967,183,0,0,0,"IA",4
"4899","150000-199999",65691,64746,0,945,0,0,0,61413,4278,0,0,0,0,"IA",4
"4900","200000<",39256,36862,2127,268,0,0,0,37706,1282,268,0,0,0,"IA",4
"4901","income_nr",42619,34011,892,0,3424,0,4291,29199,1056,0,0,0,12364,"IA",4
"4902","Total",383430,268358,65761,34184,11962,146,3019,277886,61215,34519,5372,1419,3019,"ID",4
"4903","comp_school",134804,85198,22488,24031,3087,0,0,89965,20156,23083,1481,119,0,"ID",4
"4904","comp_home",291713,212575,58694,11358,9086,0,0,220798,49568,16197,3731,1419,0,"ID",4
"4905","comp_other",4381,945,0,3436,0,0,0,2272,1740,249,0,119,0,"ID",4
"4906","comp_nr",8846,5361,161,0,160,146,3019,5522,146,0,160,0,3019,"ID",4
"4907","int_school",7295,6021,712,561,0,0,0,6021,712,249,312,0,0,"ID",4
"4908","int_home",364960,259061,64866,33052,7835,146,0,268526,59931,34270,2234,0,0,"ID",4
"4909","int_other",6599,3772,0,0,2827,0,0,3772,0,0,2827,0,0,"ID",4
"4910","int_nr",6606,1533,183,572,1300,0,3019,1597,572,0,0,1419,3019,"ID",4
"4911","yes_unemployed",150636,105787,25430,8104,10534,0,780,114796,26613,3690,3458,1300,780,"ID",4
"4912","no_unemployed",232793,162571,40331,26080,1427,146,2238,163090,34602,30829,1914,119,2238,"ID",4
"4913","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ID",4
"4914","resp_employed_yes",265656,191080,53932,10408,7233,146,2857,210694,33948,15477,1261,1419,2857,"ID",4
"4915","resp_employed_no",117352,77278,11829,23354,4729,0,161,66770,27267,19043,4111,0,161,"ID",4
"4916","resp_employed_nr",421,0,0,421,0,0,0,421,0,0,0,0,0,"ID",4
"4917","food_enough_want",275847,209398,34798,25538,4312,146,1656,210711,34977,27123,1261,119,1656,"ID",4
"4918","food_enough_notwant",87521,52154,24808,4801,4397,0,1362,57998,19065,6627,1169,1300,1362,"ID",4
"4919","food_sometimes",16566,6807,3986,2520,3253,0,0,8059,5004,562,2941,0,0,"ID",4
"4920","food_notenough",1326,0,0,1326,0,0,0,1118,0,208,0,0,0,"ID",4
"4921","food_nr",2169,0,2169,0,0,0,0,0,2169,0,0,0,0,"ID",4
"4922","25000>",43276,23885,7124,4558,7709,0,0,29981,4857,3028,4111,1300,0,"ID",4
"4923","25000-34999",46857,38245,5494,2488,630,0,0,38415,7596,216,630,0,0,"ID",4
"4924","35000-49999",56537,41924,12539,1602,472,0,0,47825,3845,4706,160,0,0,"ID",4
"4925","50000-74999",84217,47107,14123,21039,1948,0,0,44214,19695,20308,0,0,0,"ID",4
"4926","75000-99999",42923,34920,7092,651,114,146,0,36190,6082,651,0,0,0,"ID",4
"4927","100000-149999",60769,46859,11435,1547,928,0,0,49930,10839,0,0,0,0,"ID",4
"4928","150000-199999",13998,9702,3653,643,0,0,0,9419,3745,523,312,0,0,"ID",4
"4929","200000<",23244,20473,1949,663,160,0,0,16065,1815,5086,160,119,0,"ID",4
"4930","income_nr",11607,5243,2352,993,0,0,3019,5847,2741,0,0,0,3019,"ID",4
"4931","Total",2084579,1567460,325025,108528,32297,41983,9286,1450654,453626,85455,17171,40559,37114,"IL",4
"4932","comp_school",1061549,900176,112294,35366,13713,0,0,778263,221194,29347,10967,21779,0,"IL",4
"4933","comp_home",1261671,935687,222786,84542,18656,0,0,942302,247785,65380,6205,0,0,"IL",4
"4934","comp_other",12774,4135,3752,1276,3611,0,0,5411,3752,0,3611,0,0,"IL",4
"4935","comp_nr",79097,20166,7662,0,0,41983,9286,14452,8751,0,0,18780,37114,"IL",4
"4936","int_school",51908,48738,611,2559,0,0,0,17816,31534,0,2559,0,0,"IL",4
"4937","int_home",1946429,1489787,309844,101040,25149,20610,0,1432434,422703,83827,7465,0,0,"IL",4
"4938","int_other",13893,0,851,3301,7148,2593,0,6745,0,0,7148,0,0,"IL",4
"4939","int_nr",88714,44689,14331,1628,0,18780,9286,9413,0,1628,0,40559,37114,"IL",4
"4940","yes_unemployed",1156027,898661,163746,68350,17457,3565,4248,763465,306604,51206,10759,0,23993,"IL",4
"4941","no_unemployed",928552,668800,161279,40177,14840,38418,5038,687189,147022,34249,6412,40559,13121,"IL",4
"4942","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IL",4
"4943","resp_employed_yes",1315882,987016,220954,63199,18523,20610,5580,937552,282715,50906,7430,15110,22169,"IL",4
"4944","resp_employed_no",768017,580444,104071,45328,13774,21373,3026,513102,170911,34549,9741,25449,14265,"IL",4
"4945","resp_employed_nr",680,0,0,0,0,0,680,0,0,0,0,0,680,"IL",4
"4946","food_enough_want",1161605,928922,153629,66156,3611,0,9286,916347,145885,53228,10024,6669,29452,"IL",4
"4947","food_enough_notwant",627242,423521,148084,34191,72,21373,0,436930,146532,17644,0,18780,7356,"IL",4
"4948","food_sometimes",258732,205915,15961,8180,19923,8751,0,72950,161209,9463,0,15110,0,"IL",4
"4949","food_notenough",36695,9102,7044,0,8690,11858,0,24427,0,5120,7148,0,0,"IL",4
"4950","food_nr",306,0,306,0,0,0,0,0,0,0,0,0,306,"IL",4
"4951","25000>",328888,227704,46122,13048,18812,23203,0,205576,96243,10007,9706,0,7356,"IL",4
"4952","25000-34999",222744,171451,16276,11287,4951,18780,0,102428,94454,7082,0,18780,0,"IL",4
"4953","35000-49999",184513,98464,45065,40984,0,0,0,105409,42442,34068,2593,0,0,"IL",4
"4954","50000-74999",342216,242684,75578,15493,8462,0,0,266099,58661,13845,3611,0,0,"IL",4
"4955","75000-99999",338864,274341,56652,7871,0,0,0,239175,91505,6924,1260,0,0,"IL",4
"4956","100000-149999",325684,289488,23405,12791,0,0,0,302641,11790,11253,0,0,0,"IL",4
"4957","150000-199999",102043,87806,13518,646,72,0,0,87303,14093,646,0,0,0,"IL",4
"4958","200000<",172037,119882,47375,4779,0,0,0,121660,43708,0,0,6669,0,"IL",4
"4959","income_nr",67590,55642,1034,1628,0,0,9286,20365,728,1628,0,15110,29758,"IL",4
"4960","Total",1288236,920728,191617,107212,28690,30723,9266,878669,281566,84602,21814,13356,8229,"IN",4
"4961","comp_school",760901,594239,122111,41388,3162,0,0,507931,180126,69157,3686,0,0,"IN",4
"4962","comp_home",732878,573000,88601,56756,14522,0,0,559910,155539,8275,3792,5361,0,"IN",4
"4963","comp_other",14888,10302,518,0,4069,0,0,1627,9192,1006,3063,0,0,"IN",4
"4964","comp_nr",58065,767,0,10371,6938,30723,9266,9061,12067,7199,13514,7995,8229,"IN",4
"4965","int_school",2844,1775,0,0,1069,0,0,1775,1069,0,0,0,0,"IN",4
"4966","int_home",1236218,919275,173091,103188,12369,26491,1805,868008,272743,75571,19895,0,0,"IN",4
"4967","int_other",8779,1005,1832,4024,1918,0,0,1005,0,5856,1918,0,0,"IN",4
"4968","int_nr",42489,767,16694,0,13334,4232,7462,9975,7755,3175,0,13356,8229,"IN",4
"4969","yes_unemployed",680969,442543,125668,75445,21626,14538,1150,429830,183000,42674,10960,13356,1150,"IN",4
"4970","no_unemployed",607267,478185,65949,31767,7065,16185,8116,448839,98567,41928,10854,0,7079,"IN",4
"4971","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IN",4
"4972","resp_employed_yes",814870,601465,127651,49476,9849,18967,7462,622208,153327,13265,11423,6418,8229,"IN",4
"4973","resp_employed_no",473366,319263,63966,57737,18841,11755,1805,256461,128239,71336,10391,6938,0,"IN",4
"4974","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IN",4
"4975","food_enough_want",696506,541209,106224,36741,2170,2700,7462,561223,117554,5708,3792,0,8229,"IN",4
"4976","food_enough_notwant",440605,312387,56896,47378,7320,16623,0,275593,131004,31561,2447,0,0,"IN",4
"4977","food_sometimes",113840,35588,27461,20600,16987,11399,1805,34302,29446,22305,14431,13356,0,"IN",4
"4978","food_notenough",37285,31544,1035,2493,2214,0,0,7551,3562,25028,1145,0,0,"IN",4
"4979","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"IN",4
"4980","25000>",164383,96220,20074,14866,15107,16311,1805,87466,35087,14343,15188,12299,0,"IN",4
"4981","25000-34999",191799,98711,42185,40814,9032,1057,0,87495,70642,32605,0,1057,0,"IN",4
"4982","35000-49999",104286,58571,21349,9839,2459,12067,0,72509,25608,4391,1777,0,0,"IN",4
"4983","50000-74999",184217,143849,37761,1550,1057,0,0,103758,52824,25028,2608,0,0,"IN",4
"4984","75000-99999",191726,149405,34664,7656,0,0,0,148811,40388,2526,0,0,0,"IN",4
"4985","100000-149999",245155,211265,12912,19691,0,1287,0,192300,47147,5708,0,0,0,"IN",4
"4986","150000-199999",103243,97292,0,5950,0,0,0,102476,0,0,0,0,767,"IN",4
"4987","200000<",69045,59118,3083,6844,0,0,0,65254,1550,0,2241,0,0,"IN",4
"4988","income_nr",34382,6296,19588,0,1035,0,7462,18599,8321,0,0,0,7462,"IN",4
"4989","Total",559420,353000,115927,46386,36975,3655,3477,387712,103694,11679,46840,3724,5771,"KS",4
"4990","comp_school",247200,174240,38150,7964,26846,0,0,170779,42793,5618,28010,0,0,"KS",4
"4991","comp_home",397243,254274,97735,39996,5238,0,0,287863,84579,7990,16812,0,0,"KS",4
"4992","comp_other",5520,630,0,0,4890,0,0,2076,0,0,736,2708,0,"KS",4
"4993","comp_nr",17474,8428,1914,0,0,3655,3477,8699,706,0,1282,1016,5771,"KS",4
"4994","int_school",10484,7785,322,1469,908,0,0,8294,322,399,1469,0,0,"KS",4
"4995","int_home",539819,347060,112219,44916,34267,1356,0,382551,101899,11280,44089,0,0,"KS",4
"4996","int_other",3180,3180,0,0,0,0,0,2780,0,399,0,0,0,"KS",4
"4997","int_nr",15702,3832,3386,0,2708,2298,3477,3452,1473,0,1282,3724,5771,"KS",4
"4998","yes_unemployed",283194,159266,65133,23818,34446,531,0,180425,47834,7101,43653,2708,1473,"KS",4
"4999","no_unemployed",276226,193735,50795,22567,2529,3123,3477,207288,55859,4578,3187,1016,4298,"KS",4
"5000","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KS",4
"5001","resp_employed_yes",370060,249096,80427,29921,5182,2702,2731,261990,86654,6595,7445,2351,5024,"KS",4
"5002","resp_employed_no",189360,103904,35500,16464,31793,952,747,125722,17040,5084,39395,1373,747,"KS",4
"5003","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KS",4
"5004","food_enough_want",368569,261883,78985,16830,7608,1952,1311,286555,54996,6479,14963,2351,3225,"KS",4
"5005","food_enough_notwant",156446,70916,27202,27084,27550,1529,2166,79142,38384,4172,31209,1373,2166,"KS",4
"5006","food_sometimes",24033,11667,9421,2471,474,0,0,12923,9034,1028,668,0,380,"KS",4
"5007","food_notenough",10372,8535,320,0,1343,174,0,9092,1280,0,0,0,0,"KS",4
"5008","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KS",4
"5009","25000>",84375,32220,7891,14767,27302,2195,0,43791,11265,763,27183,1373,0,"KS",4
"5010","25000-34999",68179,41144,23897,1021,2117,0,0,49690,4232,0,14258,0,0,"KS",4
"5011","35000-49999",80276,55065,3854,16868,4315,174,0,51423,24245,4608,0,0,0,"KS",4
"5012","50000-74999",66298,32797,26486,5584,1431,0,0,39261,22884,3884,270,0,0,"KS",4
"5013","75000-99999",93425,59678,30074,1864,1809,0,0,71000,20417,384,289,1335,0,"KS",4
"5014","100000-149999",91441,74119,11107,5847,0,0,368,74732,9896,2039,4405,0,368,"KS",4
"5015","150000-199999",29836,23161,5659,0,0,1016,0,20989,7831,0,0,1016,0,"KS",4
"5016","200000<",31156,27420,3030,436,0,270,0,29811,910,0,436,0,0,"KS",4
"5017","income_nr",14434,7397,3929,0,0,0,3109,7016,2015,0,0,0,5403,"KS",4
"5018","Total",782632,531135,124368,104772,7330,10916,4110,572346,135381,42342,8855,17192,6516,"KY",4
"5019","comp_school",188982,132071,33751,21051,2108,0,0,145364,29942,8240,0,5436,0,"KY",4
"5020","comp_home",621007,439720,95759,81995,3533,0,0,462399,113499,35263,8486,1360,0,"KY",4
"5021","comp_other",3189,0,0,1726,1464,0,0,0,0,2821,369,0,0,"KY",4
"5022","comp_nr",20543,5292,0,0,225,10916,4110,1682,1949,0,0,10396,6516,"KY",4
"5023","int_school",5033,1776,90,3168,0,0,0,4944,90,0,0,0,0,"KY",4
"5024","int_home",735521,516526,119922,89809,6571,745,1949,556835,134384,35817,8486,0,0,"KY",4
"5025","int_other",15644,5302,3448,6525,369,0,0,8751,0,6525,369,0,0,"KY",4
"5026","int_nr",28054,9153,908,5270,391,10171,2161,3438,908,0,0,17192,6516,"KY",4
"5027","yes_unemployed",353480,222122,66777,43503,6796,10171,4110,243879,52301,36256,8486,10396,2161,"KY",4
"5028","no_unemployed",428492,309014,56931,61269,534,745,0,328467,82420,6086,369,6796,4355,"KY",4
"5029","unemployed_nr",660,0,660,0,0,0,0,0,660,0,0,0,0,"KY",4
